FARMACIA;;;;;;;;;;;;;;
ID_Cliente;Zona;ID_ZONA;País;Tipo_de_producto;Canal_de_venta;Prioridad;Fecha_pedido;ID_Pedido;Fecha_envío;Unidades; Precio_unitario ; Coste_unitario ; Importe_venta_total ; Importe_coste_total 
8924;África;1;The Gambia;Material de oficina;Online;Alta;8/06/2022;892427861;25/07/2022;8091; $ 651,21 ; $ 524,96 ; $ 5.268.940 ; $ 4.247.451 
4939;África;1;Guinea-Bissau;Material de oficina;Online;Baja;2/11/2021;493988502;21/12/2021;1030; $ 651,21 ; $ 524,96 ; $ 670.746 ; $ 540.709 
4571;África;1;Pakistan;Verduras;Offline;Baja;17/07/2022;457177865;11/08/2022;7945; $ 154,06 ; $ 90,93 ; $ 1.224.007 ; $ 722.439 
7789;África;1;Mauritania;Cárnicos;Online;Media;19/03/2021;778919780;20/03/2021;8527; $ 421,89 ; $ 364,69 ; $ 3.597.456 ; $ 3.109.712 
1764;Asia;2;Thailand;Material de oficina;Online;Alta;22/08/2020;176450574;8/09/2020;4501; $ 651,21 ; $ 524,96 ; $ 2.931.096 ; $ 2.362.845 
1373;África;1;Afghanistan;Cárnicos;Offline;Media;1/08/2022;137319076;20/09/2022;4621; $ 421,89 ; $ 364,69 ; $ 1.949.554 ; $ 1.685.232 
8693;África;1;The Gambia;Ropa;Online;Baja;17/08/2020;869386613;25/09/2020;9673; $ 109,28 ; $ 35,84 ; $ 1.057.065 ; $ 346.680 
8508;África;1;Oman;Cárnicos;Offline;Baja;16/08/2021;850827014;29/08/2021;7476; $ 421,89 ; $ 364,69 ; $ 3.154.050 ; $ 2.726.422 
8801;África;1;Burkina Faso;Snacks;Offline;Alta;24/05/2021;880126607;7/06/2021;7876; $ 152,58 ; $ 97,44 ; $ 1.201.720 ; $ 767.437 
9260;África;1;Cameroon;Ropa;Offline;Media;12/06/2020;926084220;5/07/2020;7755; $ 109,28 ; $ 35,84 ; $ 847.466 ; $ 277.939 
5778;África;1;Burkina Faso;Cereales;Online;Alta;21/07/2022;577811181;23/08/2022;6024; $ 205,70 ; $ 117,11 ; $ 1.239.137 ; $ 705.471 
3947;Europa;5;Serbia;Snacks;Online;Alta;17/11/2021;394731318;12/12/2021;8624; $ 152,58 ; $ 97,44 ; $ 1.315.850 ; $ 840.323 
5565;África;1;Mauritius ;Doméstico;Offline;Crítica;26/07/2021;556580960;9/09/2021;3529; $ 668,27 ; $ 502,54 ; $ 2.358.325 ; $ 1.773.464 
4134;África;1;Liberia;Material de oficina;Offline;Crítica;17/11/2020;413408935;13/12/2020;5745; $ 651,21 ; $ 524,96 ; $ 3.741.201 ; $ 3.015.895 
7355;Europa;5;Latvia;Cuidado personal;Offline;Crítica;3/05/2022;735576570;17/05/2022;2308; $ 81,73 ; $ 56,67 ; $ 188.633 ; $ 130.794 
5637;Asia;2;China;Ropa;Offline;Media;16/09/2021;563757693;1/11/2021;7284; $ 109,28 ; $ 35,84 ; $ 795.996 ; $ 261.059 
3589;Australia y Oceanía;3;New Zealand;Verduras;Online;Baja;22/11/2020;358938634;9/12/2020;6773; $ 154,06 ; $ 90,93 ; $ 1.043.448 ; $ 615.869 
6524;África;1;Sierra Leone;Snacks;Online;Crítica;3/10/2020;652418220;19/10/2020;3904; $ 152,58 ; $ 97,44 ; $ 595.672 ; $ 380.406 
6958;Europa;5;Bulgaria;Material de oficina;Online;Crítica;26/07/2022;695807778;6/09/2022;3839; $ 651,21 ; $ 524,96 ; $ 2.499.995 ; $ 2.015.321 
7110;África;1;Somalia;Material de oficina;Offline;Crítica;5/11/2020;711031138;7/12/2020;8769; $ 651,21 ; $ 524,96 ; $ 5.710.460 ; $ 4.603.374 
5403;Europa;5;Spain;Bebida;Offline;Alta;17/12/2021;540324628;25/01/2022;2919; $ 47,45 ; $ 31,79 ; $ 138.507 ; $ 92.795 
9962;Europa;5;Cyprus;Cereales;Offline;Media;31/08/2022;996237075;31/08/2022;7544; $ 205,70 ; $ 117,11 ; $ 1.551.801 ; $ 883.478 
7116;África;1;Namibia;Ropa;Online;Media;12/02/2020;711629807;5/03/2020;5929; $ 109,28 ; $ 35,84 ; $ 647.921 ; $ 212.495 
1896;Norteamérica;6;Greenland;Cereales;Offline;Alta;19/11/2021;189676654;1/01/2022;8392; $ 205,70 ; $ 117,11 ; $ 1.726.234 ; $ 982.787 
4538;África;1;Rwanda;Doméstico;Online;Baja;23/08/2021;453863942;9/09/2021;7281; $ 668,27 ; $ 502,54 ; $ 4.865.674 ; $ 3.658.994 
7979;Centroamérica y Caribe;4;The Bahamas;Material de oficina;Offline;Baja;14/08/2020;797990500;22/09/2020;1977; $ 651,21 ; $ 524,96 ; $ 1.287.442 ; $ 1.037.846 
1361;Europa;5;Germany;Bebida;Online;Alta;8/06/2020;136167657;21/06/2020;3890; $ 47,45 ; $ 31,79 ; $ 184.581 ; $ 123.663 
1528;Europa;5;Cyprus;Bebida;Online;Crítica;11/09/2021;152819240;16/10/2021;1464; $ 47,45 ; $ 31,79 ; $ 69.467 ; $ 46.541 
3526;Europa;5;Luxembourg;Snacks;Online;Crítica;15/07/2022;352681577;25/07/2022;5171; $ 152,58 ; $ 97,44 ; $ 788.991 ; $ 503.862 
3108;Australia y Oceanía;3;Tuvalu;Cereales;Online;Alta;27/01/2020;310803496;4/03/2020;2516; $ 205,70 ; $ 117,11 ; $ 517.541 ; $ 294.649 
1225;Europa;5;Bulgaria;Cosméticos;Offline;Baja;26/05/2020;122546327;18/06/2020;3036; $ 437,20 ; $ 263,33 ; $ 1.327.339 ; $ 799.470 
8535;Asia;2;Bangladesh;Frutas;Offline;Alta;4/01/2020;853583896;20/01/2020;3298; $ 9,33 ; $ 6,92 ; $ 30.770 ; $ 22.822 
4899;Centroamérica y Caribe;4;El Salvador;Cuidado personal;Offline;Alta;4/07/2021;489902532;31/07/2021;1901; $ 81,73 ; $ 56,67 ; $ 155.369 ; $ 107.730 
6878;Asia;2;China;Verduras;Online;Media;2/10/2020;687801063;6/10/2020;4474; $ 154,06 ; $ 90,93 ; $ 689.264 ; $ 406.821 
9238;Asia;2;Mongolia;Cárnicos;Online;Media;7/08/2022;923890817;17/08/2022;8678; $ 421,89 ; $ 364,69 ; $ 3.661.161 ; $ 3.164.780 
7450;Australia y Oceanía;3;Solomon Islands;Frutas;Offline;Alta;11/04/2022;745095622;27/05/2022;9207; $ 9,33 ; $ 6,92 ; $ 85.901 ; $ 63.712 
2186;África;1;Mauritania;Cosméticos;Offline;Baja;23/02/2021;218651807;19/03/2021;2783; $ 437,20 ; $ 263,33 ; $ 1.216.728 ; $ 732.847 
3821;Asia;2;South Korea;Verduras;Online;Media;26/05/2022;382108199;13/07/2022;3162; $ 154,06 ; $ 90,93 ; $ 487.138 ; $ 287.521 
9933;Asia;2;Myanmar;Material de oficina;Online;Baja;17/01/2021;993326127;18/02/2021;6130; $ 651,21 ; $ 524,96 ; $ 3.991.917 ; $ 3.218.005 
9804;África;1;Botswana;Cereales;Offline;Baja;7/07/2022;980479419;6/08/2022;4503; $ 205,70 ; $ 117,11 ; $ 926.267 ; $ 527.346 
6920;Europa;5;Portugal;Snacks;Offline;Crítica;11/03/2021;692054402;20/03/2021;3131; $ 152,58 ; $ 97,44 ; $ 477.728 ; $ 305.085 
5468;Europa;5;Spain;Verduras;Offline;Crítica;16/11/2021;546849906;11/12/2021;3894; $ 154,06 ; $ 90,93 ; $ 599.910 ; $ 354.081 
5839;África;1;Cote d'Ivoire;Bebida;Offline;Baja;11/03/2021;583977258;25/04/2021;703; $ 47,45 ; $ 31,79 ; $ 33.357 ; $ 22.348 
9128;Europa;5;Russia;Alimento infantil;Online;Crítica;13/06/2020;912860286;10/07/2020;4499; $ 255,28 ; $ 159,42 ; $ 1.148.505 ; $ 717.231 
3632;Australia y Oceanía;3;Federated States of Micronesia;Ropa;Offline;Media;15/05/2021;363235318;25/06/2021;8257; $ 109,28 ; $ 35,84 ; $ 902.325 ; $ 295.931 
5351;África;1;The Gambia;Cárnicos;Offline;Alta;11/10/2021;535151183;24/11/2021;1982; $ 421,89 ; $ 364,69 ; $ 836.186 ; $ 722.816 
8489;Europa;5;Luxembourg;Frutas;Offline;Alta;7/10/2022;848969209;15/10/2022;7710; $ 9,33 ; $ 6,92 ; $ 71.934 ; $ 53.353 
7953;África;1;Liberia;Frutas;Offline;Crítica;15/07/2021;795363223;30/08/2021;4507; $ 9,33 ; $ 6,92 ; $ 42.050 ; $ 31.188 
3853;África;1;Burundi;Cosméticos;Offline;Crítica;1/06/2021;385319554;27/06/2021;3474; $ 437,20 ; $ 263,33 ; $ 1.518.833 ; $ 914.808 
6001;África;1;Syria;Cereales;Offline;Alta;2/11/2021;600137031;15/11/2021;2739; $ 205,70 ; $ 117,11 ; $ 563.412 ; $ 320.764 
2414;Norteamérica;6;United States of America;Ropa;Offline;Alta;24/08/2022;241426980;24/09/2022;2463; $ 109,28 ; $ 35,84 ; $ 269.157 ; $ 88.274 
8811;Asia;2;Japan;Alimento infantil;Offline;Baja;24/08/2022;881113231;5/10/2022;9840; $ 255,28 ; $ 159,42 ; $ 2.511.955 ; $ 1.568.693 
1114;Asia;2;Laos;Frutas;Offline;Baja;22/01/2021;111432111;14/02/2021;4093; $ 9,33 ; $ 6,92 ; $ 38.188 ; $ 28.324 
9949;Europa;5;Germany;Verduras;Online;Crítica;14/10/2021;994932448;23/11/2021;1476; $ 154,06 ; $ 90,93 ; $ 227.393 ; $ 134.213 
8144;Norteamérica;6;Greenland;Cuidado personal;Online;Crítica;23/07/2020;814475572;10/08/2020;276; $ 81,73 ; $ 56,67 ; $ 22.557 ; $ 15.641 
5232;Centroamérica y Caribe;4;Jamaica;Cárnicos;Offline;Alta;26/08/2020;523235309;20/09/2020;5810; $ 421,89 ; $ 364,69 ; $ 2.451.181 ; $ 2.118.849 
6946;Europa;5;Switzerland;Verduras;Online;Media;13/01/2020;694697988;23/02/2020;5427; $ 154,06 ; $ 90,93 ; $ 836.084 ; $ 493.477 
1726;Europa;5;Sweden;Material de oficina;Online;Media;10/05/2021;172662436;10/06/2021;3507; $ 651,21 ; $ 524,96 ; $ 2.283.793 ; $ 1.841.035 
1212;África;1;Liberia;Bebida;Online;Media;15/12/2021;121239984;13/01/2022;6460; $ 47,45 ; $ 31,79 ; $ 306.527 ; $ 205.363 
8748;Australia y Oceanía;3;Kiribati;Alimento infantil;Offline;Media;2/01/2021;874854457;4/01/2021;7730; $ 255,28 ; $ 159,42 ; $ 1.973.314 ; $ 1.232.317 
5882;Europa;5;Malta;Cárnicos;Online;Media;6/12/2020;588242185;10/01/2021;2789; $ 421,89 ; $ 364,69 ; $ 1.176.651 ; $ 1.017.120 
1864;Asia;2;Philippines;Cuidado personal;Online;Baja;12/04/2020;186451995;29/05/2020;4144; $ 81,73 ; $ 56,67 ; $ 338.689 ; $ 234.840 
2148;África;1;Comoros;Alimento infantil;Offline;Baja;8/11/2020;214845216;29/11/2020;6329; $ 255,28 ; $ 159,42 ; $ 1.615.667 ; $ 1.008.969 
3890;Europa;5;Liechtenstein;Doméstico;Offline;Baja;29/07/2020;389095675;30/08/2020;912; $ 668,27 ; $ 502,54 ; $ 609.462 ; $ 458.316 
9451;África;1;Lebanon;Cereales;Online;Baja;15/08/2020;945189702;29/08/2020;1492; $ 205,70 ; $ 117,11 ; $ 306.904 ; $ 174.728 
3894;Norteamérica;6;Greenland;Cereales;Offline;Crítica;22/02/2021;389426124;5/04/2021;8699; $ 205,70 ; $ 117,11 ; $ 1.789.384 ; $ 1.018.740 
4484;África;1;Chad;Cereales;Online;Media;13/09/2022;448416268;15/09/2022;5193; $ 205,70 ; $ 117,11 ; $ 1.068.200 ; $ 608.152 
2190;Europa;5;Macedonia;Doméstico;Offline;Baja;15/12/2021;219083964;5/01/2022;668; $ 668,27 ; $ 502,54 ; $ 446.404 ; $ 335.697 
2186;África;1;United Arab Emirates;Cosméticos;Offline;Alta;12/09/2021;218665540;19/10/2021;6847; $ 437,20 ; $ 263,33 ; $ 2.993.508 ; $ 1.803.021 
1347;África;1;Qatar;Cereales;Offline;Alta;29/10/2020;134709823;25/11/2020;2485; $ 205,70 ; $ 117,11 ; $ 511.165 ; $ 291.018 
1750;África;1;Iraq;Verduras;Online;Alta;5/07/2021;175078141;5/08/2021;8367; $ 154,06 ; $ 90,93 ; $ 1.289.020 ; $ 760.811 
6179;Europa;5;Kosovo;Material de oficina;Online;Baja;7/01/2022;617944324;4/02/2022;2312; $ 651,21 ; $ 524,96 ; $ 1.505.598 ; $ 1.213.708 
4617;Asia;2;Bhutan;Cosméticos;Offline;Crítica;12/01/2021;461794698;22/01/2021;4168; $ 437,20 ; $ 263,33 ; $ 1.822.250 ; $ 1.097.559 
5754;Centroamérica y Caribe;4;Cuba;Ropa;Offline;Alta;2/12/2021;575428092;10/12/2021;815; $ 109,28 ; $ 35,84 ; $ 89.063 ; $ 29.210 
5479;Norteamérica;6;Mexico;Alimento infantil;Online;Media;25/09/2022;547955834;9/10/2022;1163; $ 255,28 ; $ 159,42 ; $ 296.891 ; $ 185.405 
9388;África;1;Cote d'Ivoire;Bebida;Online;Media;1/07/2020;938801753;12/07/2020;1156; $ 47,45 ; $ 31,79 ; $ 54.852 ; $ 36.749 
1277;África;1;Nigeria;Cereales;Offline;Alta;20/03/2021;127702176;2/05/2021;8767; $ 205,70 ; $ 117,11 ; $ 1.803.372 ; $ 1.026.703 
1647;Australia y Oceanía;3;Vanuatu;Material de oficina;Offline;Alta;17/04/2021;164705932;31/05/2021;9000; $ 651,21 ; $ 524,96 ; $ 5.860.890 ; $ 4.724.640 
9201;África;1;Kuwait;Verduras;Offline;Baja;20/05/2020;920174348;30/05/2020;8893; $ 154,06 ; $ 90,93 ; $ 1.370.056 ; $ 808.640 
5347;África;1;Namibia;Cárnicos;Offline;Media;3/11/2022;534781253;30/11/2022;2512; $ 421,89 ; $ 364,69 ; $ 1.059.788 ; $ 916.101 
3695;África;1;Egypt;Verduras;Online;Baja;25/12/2021;369512975;5/02/2022;5955; $ 154,06 ; $ 90,93 ; $ 917.427 ; $ 541.488 
9556;África;1;Swaziland;Frutas;Offline;Crítica;15/07/2021;955668342;26/08/2021;2354; $ 9,33 ; $ 6,92 ; $ 21.963 ; $ 16.290 
6448;Centroamérica y Caribe;4;Antigua and Barbuda ;Cárnicos;Offline;Crítica;8/10/2022;644858682;4/11/2022;6869; $ 421,89 ; $ 364,69 ; $ 2.897.962 ; $ 2.505.056 
5590;Asia;2;Sri Lanka;Verduras;Offline;Alta;15/03/2020;559007823;18/04/2020;1692; $ 154,06 ; $ 90,93 ; $ 260.670 ; $ 153.854 
5403;Europa;5;Liechtenstein;Bebida;Offline;Media;15/03/2020;540352094;30/03/2020;1047; $ 47,45 ; $ 31,79 ; $ 49.680 ; $ 33.284 
5014;África;1;Angola;Material de oficina;Online;Crítica;20/05/2022;501440322;30/05/2022;6189; $ 651,21 ; $ 524,96 ; $ 4.030.339 ; $ 3.248.977 
8751;Asia;2;Brunei;Doméstico;Offline;Crítica;16/01/2021;875133836;6/02/2021;404; $ 668,27 ; $ 502,54 ; $ 269.981 ; $ 203.026 
3646;Australia y Oceanía;3;Samoa ;Ropa;Offline;Crítica;23/11/2020;364606463;2/01/2021;4010; $ 109,28 ; $ 35,84 ; $ 438.213 ; $ 143.718 
8933;Australia y Oceanía;3;Marshall Islands;Frutas;Online;Baja;30/04/2021;893344533;20/05/2021;9354; $ 9,33 ; $ 6,92 ; $ 87.273 ; $ 64.730 
8551;África;1;Democratic Republic of the Congo;Frutas;Online;Crítica;15/09/2020;855146872;20/09/2020;5818; $ 9,33 ; $ 6,92 ; $ 54.282 ; $ 40.261 
9641;Australia y Oceanía;3;Tonga;Cosméticos;Online;Crítica;30/08/2020;964124810;31/08/2020;4811; $ 437,20 ; $ 263,33 ; $ 2.103.369 ; $ 1.266.881 
2047;África;1;Mozambique;Snacks;Offline;Crítica;15/10/2021;204702174;17/10/2021;4777; $ 152,58 ; $ 97,44 ; $ 728.875 ; $ 465.471 
7816;África;1;Kuwait;Cárnicos;Online;Media;25/03/2022;781615293;10/04/2022;6189; $ 421,89 ; $ 364,69 ; $ 2.611.077 ; $ 2.257.066 
4699;Europa;5;Romania;Bebida;Offline;Alta;16/12/2021;469912993;22/01/2022;6552; $ 47,45 ; $ 31,79 ; $ 310.892 ; $ 208.288 
2649;África;1;South Sudan;Cosméticos;Online;Crítica;9/05/2021;264956605;4/06/2021;5402; $ 437,20 ; $ 263,33 ; $ 2.361.754 ; $ 1.422.509 
3324;Asia;2;Malaysia;Snacks;Offline;Crítica;13/08/2022;332419955;12/09/2022;9307; $ 152,58 ; $ 97,44 ; $ 1.420.062 ; $ 906.874 
4582;Centroamérica y Caribe;4;Costa Rica;Snacks;Offline;Media;22/08/2022;458289372;30/08/2022;6864; $ 152,58 ; $ 97,44 ; $ 1.047.309 ; $ 668.828 
4988;Europa;5;Croatia;Cuidado personal;Online;Alta;25/02/2020;498863685;8/03/2020;3705; $ 81,73 ; $ 56,67 ; $ 302.810 ; $ 209.962 
8307;Asia;2;Nepal;Bebida;Offline;Baja;5/11/2022;830754220;7/11/2022;7490; $ 47,45 ; $ 31,79 ; $ 355.401 ; $ 238.107 
1008;Asia;2;Tajikistan;Alimento infantil;Online;Alta;1/04/2020;100884807;30/04/2020;2911; $ 255,28 ; $ 159,42 ; $ 743.120 ; $ 464.072 
1764;Europa;5;Serbia;Cárnicos;Offline;Alta;17/04/2022;176491773;24/04/2022;6692; $ 421,89 ; $ 364,69 ; $ 2.823.288 ; $ 2.440.505 
2951;África;1;Angola;Cárnicos;Offline;Baja;25/09/2020;295123946;3/11/2020;2589; $ 421,89 ; $ 364,69 ; $ 1.092.273 ; $ 944.182 
2146;Asia;2;Japan;Cuidado personal;Online;Baja;7/01/2022;214642655;14/02/2022;6386; $ 81,73 ; $ 56,67 ; $ 521.928 ; $ 361.895 
6632;Europa;5;Iceland;Cárnicos;Online;Media;21/02/2020;663221728;1/03/2020;903; $ 421,89 ; $ 364,69 ; $ 380.967 ; $ 329.315 
1893;Europa;5;Cyprus;Ropa;Offline;Media;2/12/2020;189347493;21/12/2020;986; $ 109,28 ; $ 35,84 ; $ 107.750 ; $ 35.338 
1118;Australia y Oceanía;3;East Timor;Bebida;Offline;Alta;30/07/2020;111818778;23/08/2020;8516; $ 47,45 ; $ 31,79 ; $ 404.084 ; $ 270.724 
4697;Asia;2;Tajikistan;Material de oficina;Online;Baja;17/06/2021;469746911;28/07/2021;7405; $ 651,21 ; $ 524,96 ; $ 4.822.210 ; $ 3.887.329 
4725;África;1;Somalia;Doméstico;Online;Crítica;7/01/2022;472555720;3/02/2022;8594; $ 668,27 ; $ 502,54 ; $ 5.743.112 ; $ 4.318.829 
7499;Europa;5;Spain;Ropa;Offline;Alta;9/02/2021;749981534;11/02/2021;5057; $ 109,28 ; $ 35,84 ; $ 552.629 ; $ 181.243 
2020;Europa;5;Sweden;Cereales;Online;Crítica;12/04/2022;202073180;8/05/2022;6799; $ 205,70 ; $ 117,11 ; $ 1.398.554 ; $ 796.231 
9491;África;1;Ethiopia;Doméstico;Offline;Baja;26/11/2020;949191987;15/12/2020;5857; $ 668,27 ; $ 502,54 ; $ 3.914.057 ; $ 2.943.377 
6820;Asia;2;Turkmenistan;Cuidado personal;Offline;Baja;4/10/2022;682011783;14/11/2022;1297; $ 81,73 ; $ 56,67 ; $ 106.004 ; $ 73.501 
3115;Europa;5;Malta;Ropa;Online;Baja;6/08/2022;311518895;21/08/2022;4219; $ 109,28 ; $ 35,84 ; $ 461.052 ; $ 151.209 
8190;África;1;Malawi;Cosméticos;Offline;Baja;16/09/2022;819012153;18/09/2022;2751; $ 437,20 ; $ 263,33 ; $ 1.202.737 ; $ 724.421 
1061;Europa;5;Czech Republic;Material de oficina;Offline;Crítica;29/01/2020;106102883;28/02/2020;7056; $ 651,21 ; $ 524,96 ; $ 4.594.938 ; $ 3.704.118 
6447;Europa;5;Netherlands;Cárnicos;Offline;Media;3/02/2022;644714915;10/02/2022;4325; $ 421,89 ; $ 364,69 ; $ 1.824.674 ; $ 1.577.284 
9270;Europa;5;Sweden;Bebida;Offline;Baja;2/04/2022;927084577;16/04/2022;3783; $ 47,45 ; $ 31,79 ; $ 179.503 ; $ 120.262 
4157;África;1;Saudi Arabia;Verduras;Online;Crítica;6/08/2021;415760695;18/08/2021;1684; $ 154,06 ; $ 90,93 ; $ 259.437 ; $ 153.126 
8936;África;1;Turkey;Cereales;Online;Media;29/07/2021;893604600;29/08/2021;6314; $ 205,70 ; $ 117,11 ; $ 1.298.790 ; $ 739.433 
6137;Centroamérica y Caribe;4;Dominican Republic;Ropa;Offline;Baja;12/08/2022;613790118;18/09/2022;2991; $ 109,28 ; $ 35,84 ; $ 326.856 ; $ 107.197 
1498;Asia;2;Uzbekistan;Cuidado personal;Offline;Alta;31/08/2022;149803578;7/09/2022;9063; $ 81,73 ; $ 56,67 ; $ 740.719 ; $ 513.600 
1454;África;1;Kuwait;Snacks;Offline;Media;14/07/2021;145443809;26/07/2021;8910; $ 152,58 ; $ 97,44 ; $ 1.359.488 ; $ 868.190 
8648;Australia y Oceanía;3;Federated States of Micronesia;Ropa;Offline;Crítica;9/04/2022;864822137;11/05/2022;8943; $ 109,28 ; $ 35,84 ; $ 977.291 ; $ 320.517 
8423;Australia y Oceanía;3;Samoa ;Material de oficina;Online;Alta;10/03/2021;842362391;14/04/2021;2606; $ 651,21 ; $ 524,96 ; $ 1.697.053 ; $ 1.368.046 
9328;África;1;Eritrea;Snacks;Online;Baja;18/09/2020;932800900;21/09/2020;5370; $ 152,58 ; $ 97,44 ; $ 819.355 ; $ 523.253 
2611;Asia;2;Singapore;Alimento infantil;Online;Alta;3/04/2022;261186492;13/04/2022;9742; $ 255,28 ; $ 159,42 ; $ 2.486.938 ; $ 1.553.070 
2728;África;1;Mauritania;Doméstico;Offline;Media;23/11/2021;272880494;31/12/2021;257; $ 668,27 ; $ 502,54 ; $ 171.745 ; $ 129.153 
6835;Asia;2;Bhutan;Ropa;Online;Alta;30/05/2020;683556735;8/06/2020;8483; $ 109,28 ; $ 35,84 ; $ 927.022 ; $ 304.031 
8292;África;1;Republic of the Congo;Bebida;Online;Baja;5/11/2021;829201543;15/11/2021;8018; $ 47,45 ; $ 31,79 ; $ 380.454 ; $ 254.892 
1161;Europa;5;Germany;Bebida;Online;Media;18/08/2020;116113746;1/09/2020;9493; $ 47,45 ; $ 31,79 ; $ 450.443 ; $ 301.782 
2709;África;1;Tunisia ;Cereales;Offline;Media;6/03/2020;270904672;14/03/2020;5567; $ 205,70 ; $ 117,11 ; $ 1.145.132 ; $ 651.951 
3904;Asia;2;Myanmar;Cereales;Offline;Media;7/01/2020;390498149;26/01/2020;5935; $ 205,70 ; $ 117,11 ; $ 1.220.830 ; $ 695.048 
9921;Europa;5;Romania;Cosméticos;Offline;Media;28/01/2020;992130506;3/03/2020;2319; $ 437,20 ; $ 263,33 ; $ 1.013.867 ; $ 610.662 
8633;Europa;5;Greece;Snacks;Offline;Crítica;10/02/2022;863350570;14/03/2022;3474; $ 152,58 ; $ 97,44 ; $ 530.063 ; $ 338.507 
2120;África;1;Benin;Cosméticos;Offline;Baja;28/07/2022;212019670;29/07/2022;187; $ 437,20 ; $ 263,33 ; $ 81.756 ; $ 49.243 
2163;Centroamérica y Caribe;4;Jamaica;Material de oficina;Online;Crítica;5/08/2022;216311633;27/08/2022;274; $ 651,21 ; $ 524,96 ; $ 178.432 ; $ 143.839 
7747;Europa;5;Liechtenstein;Doméstico;Online;Alta;6/11/2020;774712789;11/12/2020;3585; $ 668,27 ; $ 502,54 ; $ 2.395.748 ; $ 1.801.606 
9560;Norteamérica;6;Greenland;Alimento infantil;Online;Crítica;17/09/2020;956021964;8/10/2020;6999; $ 255,28 ; $ 159,42 ; $ 1.786.705 ; $ 1.115.781 
3493;Europa;5;Romania;Cosméticos;Online;Alta;26/03/2020;349350488;19/04/2020;9428; $ 437,20 ; $ 263,33 ; $ 4.121.922 ; $ 2.482.675 
4141;Asia;2;China;Cosméticos;Online;Alta;26/02/2022;414122188;23/03/2022;6813; $ 437,20 ; $ 263,33 ; $ 2.978.644 ; $ 1.794.067 
4300;Australia y Oceanía;3;East Timor;Doméstico;Offline;Baja;17/01/2021;430073392;5/02/2021;7129; $ 668,27 ; $ 502,54 ; $ 4.764.097 ; $ 3.582.608 
6472;Europa;5;Albania;Cuidado personal;Online;Media;18/11/2021;647252929;28/12/2021;5380; $ 81,73 ; $ 56,67 ; $ 439.707 ; $ 304.885 
9360;Asia;2;Laos;Frutas;Offline;Alta;20/06/2021;936022126;24/07/2021;8602; $ 9,33 ; $ 6,92 ; $ 80.257 ; $ 59.526 
3370;África;1;Central African Republic;Material de oficina;Offline;Baja;17/04/2021;337054812;24/05/2021;864; $ 651,21 ; $ 524,96 ; $ 562.645 ; $ 453.565 
2113;Europa;5;Netherlands;Cárnicos;Offline;Crítica;24/05/2020;211337316;8/07/2020;8263; $ 421,89 ; $ 364,69 ; $ 3.486.077 ; $ 3.013.433 
1901;Australia y Oceanía;3;Solomon Islands;Snacks;Offline;Media;30/06/2022;190168464;15/08/2022;3929; $ 152,58 ; $ 97,44 ; $ 599.487 ; $ 382.842 
4251;África;1;Seychelles ;Ropa;Offline;Media;16/04/2020;425159585;26/05/2020;3024; $ 109,28 ; $ 35,84 ; $ 330.463 ; $ 108.380 
2382;Asia;2;Kazakhstan;Cárnicos;Online;Baja;7/08/2022;238234508;21/08/2022;7740; $ 421,89 ; $ 364,69 ; $ 3.265.429 ; $ 2.822.701 
3716;Europa;5;Hungary;Cosméticos;Offline;Alta;26/06/2021;371629559;16/07/2021;2300; $ 437,20 ; $ 263,33 ; $ 1.005.560 ; $ 605.659 
7378;Asia;2;Laos;Alimento infantil;Offline;Baja;13/04/2022;737893569;30/05/2022;7960; $ 255,28 ; $ 159,42 ; $ 2.032.029 ; $ 1.268.983 
8698;África;1;Yemen;Ropa;Online;Crítica;25/02/2022;869887864;15/04/2022;8005; $ 109,28 ; $ 35,84 ; $ 874.786 ; $ 286.899 
3707;Europa;5;Russia;Cuidado personal;Offline;Alta;1/02/2020;370786273;16/02/2020;2753; $ 81,73 ; $ 56,67 ; $ 225.003 ; $ 156.013 
2640;Asia;2;Philippines;Cereales;Offline;Alta;10/03/2021;264075124;11/03/2021;4552; $ 205,70 ; $ 117,11 ; $ 936.346 ; $ 533.085 
7435;Australia y Oceanía;3;Marshall Islands;Frutas;Online;Baja;22/12/2020;743553245;22/12/2020;2783; $ 9,33 ; $ 6,92 ; $ 25.965 ; $ 19.258 
7233;África;1;Burkina Faso;Cuidado personal;Online;Crítica;24/01/2021;723331964;11/02/2021;8857; $ 81,73 ; $ 56,67 ; $ 723.883 ; $ 501.926 
9878;Europa;5;Kosovo;Snacks;Offline;Media;23/01/2022;987835109;13/03/2022;1215; $ 152,58 ; $ 97,44 ; $ 185.385 ; $ 118.390 
1417;Asia;2;North Korea;Material de oficina;Offline;Alta;7/02/2022;141799008;28/03/2022;333; $ 651,21 ; $ 524,96 ; $ 216.853 ; $ 174.812 
4602;Asia;2;Bhutan;Snacks;Online;Alta;1/03/2021;460272490;16/03/2021;3713; $ 152,58 ; $ 97,44 ; $ 566.530 ; $ 361.795 
2386;Europa;5;Switzerland;Material de oficina;Offline;Media;25/06/2022;238616883;2/07/2022;893; $ 651,21 ; $ 524,96 ; $ 581.531 ; $ 468.789 
5425;África;1;Libya;Cuidado personal;Offline;Alta;17/07/2022;542506015;7/08/2022;8440; $ 81,73 ; $ 56,67 ; $ 689.801 ; $ 478.295 
